gene,211027_01_S001,211027_02_S001,211027_03_S001,211027_04_S001,211027_05_S001,211027_06_S001,211027_07_S001,211027_08_S001,211027_09_S001,211027_10_S001,211027_11_S001,211027_12_S001,211027_13_S001,211027_14_S001,211027_15_S001,211027_16_S001
yhhL,605.74465,488.78585,519.3807,474.9212,455.61855,401.3253,357.51915,817.8497,763.36725,576.24625,363.4507,383.72435,472.1713,668.54625,556.14385,285.71225
yhhM,216.0066,191.36065,163.37895,140.3757,186.8006,161.65155,110.95875,164.69845,215.64845,106.01255,119.59715,113.8964,164.0435,172.7073,97.11506,61.01044
yhhN,272.6769,263.7155,369.5265,290.6526,330.20205,298.0501,145.629,388.4082,291.94555,160.0529,191.47945,236.50845,292.84365,405.66145,123.5493,152.15615
zntA,295.3534,268.2507,197.09635,154.043,315.40025,199.93725,180.07765,137.38645,152.2719,81.056375,100.348385,431.54285,147.28425,173.50615,74.286995,86.63942
yhhP,402.45905,372.40525,160.21875,120.12775,390.78485,300.00145,151.4463,269.52965,115.35585,131.11795,316.2293,136.993,265.52755,250.1084,56.874375,55.82295
yhhQ,254.86675,203.2818,56.19402,43.550875,197.5746,128.20935,128.91985,86.78574,20.95594,53.107575,152.1666,63.02495,93.677655,86.080545,14.239385,19.16642
dcrB,1261.9765,1063.6255,1558.045,1439.3565,1184.6775,1219.884,605.4158,1717.39,2830.76,891.5108,1154.697,1203.2505,1409.2215,1910.714,1193.2135,791.5631
yhhS,270.3942,227.15685,142.1953,107.6905,289.6,165.50145,131.7385,155.6152,122.5314,112.5642,99.882895,99.31492,128.6209,152.0712,54.092745,69.4213
yhhT,35.035005,35.23773,48.120015,34.81828,43.621905,40.185795,21.844745,26.318635,36.416825,15.79254,18.40816,31.220065,63.506945,25.685865,14.69855,14.27276
acpT,447.19005,371.698,240.46115,186.4242,415.25255,357.03575,204.57125,353.9168,317.4866,197.76,313.43875,251.70545,388.0277,323.20975,154.65365,114.61275
nikA,34.823155,27.40735,517.24955,402.32325,42.438,31.319025,15.554035,38.273795,107.2671,89.84033,22.60824,168.57965,53.948985,441.44285,68.013025,328.282
nikB,22.687725,14.336765,215.41035,191.34635,25.11273,12.83411,12.108535,15.27162,60.36673,50.954625,9.678555,83.602855,21.424085,164.58365,39.534545,218.65395
nikC,22.85886,17.8915,91.316925,75.806975,20.68238,16.421155,9.597212,17.06849,33.43606,29.950015,9.088522,39.12621,19.834825,66.188255,21.21432,119.254
nikD,38.6323,33.158545,118.31665,89.88313,38.252335,30.960025,17.96743,38.264445,74.960795,55.995755,22.191785,77.948535,34.033795,121.43535,48.018195,189.1945
nikE,29.98965,22.621455,56.032785,46.661855,31.74564,20.945045,19.145525,22.485475,42.98743,38.81384,13.597055,44.696175,21.404175,64.512205,27.56148,102.641815
nikR,247.03105,215.44495,243.30755,178.9407,206.68305,223.29045,99.342595,260.92695,327.4859,194.0483,165.60215,157.58,260.18865,302.41225,122.7408,179.38245
rhsB,41.46558,32.93623,17.810125,13.784635,33.737165,27.72484,25.05731,20.059105,16.691,18.129685,16.729015,11.8935975,21.19535,14.89037,11.7359455,9.848532
yhhH,25.989455,22.568821,13.767496,15.6686545,17.423185,23.67176,20.989961,28.7862,11.4761325,16.468944,16.4836265,7.828484,15.823483,11.297035,8.5184,8.9916295
yrhC,49.34452,48.49265,26.6731,30.362665,38.77288,41.641605,31.86261,47.82065,26.755595,23.606965,31.49658,17.28532,37.957825,29.192105,16.21203,12.973705
yhhI,54.06705,51.59727,20.752035,19.108225,33.14336,26.380035,30.542145,36.030445,18.819575,15.63468,35.30431,9.1825745,15.814565,29.585035,14.235525,11.21875
yhhJ,131.1779,124.9862,49.62071,35.405175,185.21735,80.003195,64.857895,40.127085,33.407855,24.07948,32.820255,57.712495,62.56695,47.678805,14.676865,15.780515
rbbA,146.8113,122.8081,61.775955,45.991495,178.45535,76.790345,85.66105,30.806525,35.13664,30.221345,28.411335,69.966945,58.64478,46.81074,17.005655,21.947475
yhiI,185.82625,139.78825,80.696735,50.417615,216.16545,72.86241,101.62191,44.04699,31.41652,30.455025,32.71605,64.326615,58.102305,45.529195,13.98184,23.424335
yhiJ,14.980745,12.851025,11.9809625,9.3497,10.276745,10.705455,5.1129085,12.03748,9.381357,12.20401,8.7798345,4.403172,9.432688,12.796475,7.441999,6.5356165
yhiK,8.9982935,7.71315,4.825797,5.4954625,6.1463325,6.0869645,3.1522335,3.442349,2.9618795,4.5900485,3.7512795,3.4825045,3.5556515,2.671385,2.129231,2.6130355
yhiL,8.5864305,5.373077,2.841514,3.7885145,6.20669,6.3504305,2.983529,5.5399815,2.84802,2.8101165,4.420833,3.4333615,4.28286,2.6004985,2.23461,2.478061
yhiM,23.951135,20.00247,22.606025,17.1932,15.610555,8.7783295,9.042428,16.830355,16.830895,3.715823,13.026615,7.755621,17.81066,19.159925,11.39415,2.3365285
yhiN,826.74975,539.9644,465.0338,380.6963,553.1564,395.67195,341.2214,802.4856,366.3022,536.87565,489.735,325.32145,650.94895,817.2037,166.99035,221.0907
pitA,580.5329,433.0143,292.5989,199.694,420.82725,264.0257,190.0457,379.35145,250.20635,210.2921,394.3187,321.44545,327.6375,466.81065,80.49652,112.0923
yhiO,223.46635,182.37165,269.6605,206.59755,237.44735,164.9199,145.60765,184.45,222.2521,143.88585,126.93355,162.3808,3334.899,188.3634,137.73345,140.44935
uspA,5971.6895,6491.605,5296.8215,4216.508,6925.5195,8089.284,3801.35,2728.515,3927.625,1658.509,4246.479,2823.9095,7857.2605,3339.364,2855.404,4172.565
yhiP,748.52335,898.67335,973.56875,623.74595,818.7781,483.8727,284.02065,274.96855,884.356,237.213,601.0131,275.14145,948.56095,486.1982,369.51275,541.83935
yhiQ,381.7018,326.6188,310.18585,245.7196,339.65095,368.22705,184.95095,455.1658,395.18685,366.32615,185.4485,191.49545,337.75435,322.1207,183.25175,132.70515
prlC,662.9879,632.38475,780.3516,558.07505,719.9865,990.19365,322.9406,945.7529,1004.27345,498.41705,336.2497,354.4444,588.8369,688.56225,565.6654,243.6192
yhiR,625.0345,502.853,587.619,359.38375,581.0116,583.78375,201.58425,832.29155,624.4183,344.64945,483.1182,314.77465,576.0156,694.8394,237.1927,182.72375
gor,717.2479,547.9014,931.4474,727.8215,660.9348,659.4846,330.58655,791.5214,1011.56975,614.5008,593.17835,600.44365,856.86495,811.1993,436.0374,501.63945
arsR,47.30894,37.002045,24.742305,23.788405,31.003315,20.462435,21.56436,22.488495,19.942085,15.37715,21.214825,14.6486815,18.463765,21.926435,10.5421515,8.2712075
arsB,53.89559,47.321015,32.62163,21.26457,38.831025,20.51023,17.01439,25.138305,22.265195,20.162945,26.186875,17.74294,25.067885,28.95737,6.8243405,9.872727
arsC,58.010365,53.187885,59.608425,48.600825,56.032805,49.703385,23.85183,55.198355,49.421825,36.77744,38.45546,29.397465,65.55901,48.39957,28.21547,24.519145
yhiS,7.140198,8.9776185,2.8298985,4.05367,8.496237,3.721433,4.2113675,5.737586,2.8781745,3.5445785,3.8014075,2.3095295,2.835381,2.8091435,2.381856,2.282011
slp,15.43731,13.079015,14.17255,8.1318175,16.236855,11.08203,7.4257385,8.3700015,4.117597,3.191891,8.9683695,8.9571305,9.9358595,8.934044,4.615392,3.135344
yhiF,5.7549095,3.458989,2.7626325,2.1927425,2.9176315,3.9168915,2.829451,2.916333,2.3966405,2.43732,3.0061245,2.3079695,2.217365,2.8261865,2.3747315,2.269353
yhiD,19.373025,14.441415,26.026975,21.70333,17.70097,12.35482,9.5490365,15.164825,7.879337,13.217125,12.81173,14.430405,14.84407,11.94472,6.61058,10.821552
hdeB,190.04375,165.92185,786.55815,772.6124,227.37475,177.915,129.9731,156.35285,189.513,204.3282,261.4547,284.38035,275.62545,131.31975,173.7632,438.89045
hdeA,106.28425,102.2395,402.6238,306.7326,138.92305,106.6826,60.320155,86.480425,98.15601,99.780385,159.00205,151.6114,147.2623,86.26698,100.11229,207.4572
hdeD,85.980885,116.14055,132.3864,60.880335,98.16049,61.5706,31.135305,117.9461,28.300745,29.87197,59.249405,28.68166,47.048135,105.5291,21.634435,34.58764
gadE,9.592739,12.128565,12.18626,12.022105,8.5898955,9.455123,6.9333865,6.2788065,3.1453265,3.5398595,7.354682,5.609493,5.5386405,6.7857805,2.6891345,5.5768855
mdtE,18.22754,18.10909,13.30693,8.3680115,18.06477,11.747145,9.326885,13.65678,4.024014,7.5009,6.4800195,7.9877055,10.6359675,11.69134,2.8266375,5.3333145
mdtF,27.64014,23.46671,12.864015,13.493925,23.53239,13.245595,14.612245,12.092205,8.5958865,7.6104765,10.2468905,8.474764,10.4287155,12.95991,6.573035,4.8917925
gadW,110.281605,121.96165,93.24027,78.635435,99.91142,107.84388,58.197875,82.981375,62.99904,51.044655,77.161285,90.638875,205.2497,23.64098,28.419095,5.683259
IS183,72.72207,59.495385,39.05329,40.746665,61.59462,57.55196,55.661575,28.42166,34.13731,23.60833,35.057855,42.706845,43.678655,14.49329,21.04782,13.35218
gadX,204.2252,210.41555,72.443735,78.10554,149.09775,153.33405,138.5386,67.91596,76.597485,49.44154,94.098475,106.30614,104.55952,47.96053,48.819195,47.7367
gadA,28.524035,30.9662,67.603575,49.32956,42.38093,27.2887,20.132745,26.38251,25.53978,13.393365,21.21574,25.19425,34.782855,20.13055,11.2796525,18.403815
yhjA,44.379925,33.721535,35.511555,20.82999,34.89488,20.40662,23.91492,27.848185,26.405335,15.25657,17.427955,12.83419,21.518685,20.541395,15.21291,23.93492
treF,55.41258,45.192275,59.336495,40.840765,58.632885,74.85494,27.699935,96.235875,55.01459,23.32813,34.48041,62.58639,66.99873,77.70541,19.33475,23.422665
yhjB,43.871915,39.34096,17.160435,13.430685,48.10181,22.892005,26.348355,19.37234,11.350355,12.93903,20.68297,10.7996005,21.83321,14.2858,8.149726,4.6950215
yhjC,113.76457,111.83454,48.997265,37.65852,97.63373,80.853425,44.336445,52.67298,43.91531,29.839745,38.978985,24.042045,45.04981,61.085765,21.61678,21.76847
yhjD,100.976335,100.94294,115.93285,86.208315,114.79515,96.293005,45.7711,63.080315,79.814575,30.987195,39.307095,63.05046,141.31265,78.61777,27.62925,36.29992
yhjE,35.77128,27.750585,25.07554,19.136855,30.12108,21.72607,27.00975,26.57963,23.91808,24.068815,12.752615,8.905943,22.091745,24.0396,12.232705,11.63554
yhjG,651.24775,572.77525,953.38075,680.9539,902.02885,265.5755,411.32105,271.47145,359.47495,503.27415,165.50295,455.9801,967.88305,57.359135,147.3154,333.11105
yhjH,1455.445,1375.595,2295.849,1670.3075,2120.5655,509.9524,792.96295,659.37755,789.67515,1084.796,510.6271,880.19865,2770.541,44.122955,269.12785,762.90475
kdgK,476.41235,445.9179,627.6878,472.66145,384.7752,402.10225,180.97095,210.37375,607.0531,231.39265,309.9906,269.271,326.8257,263.51805,271.42915,310.5071
yhjJ,634.1705,576.6753,260.4507,185.1359,549.6216,501.8633,283.2467,303.24205,303.99345,163.7217,249.43145,209.9514,676.3888,404.36375,117.90125,109.006805
dctA,6009.5,6213.971,2369.0085,1913.049,5166.7075,4112.564,2246.0585,1179.769,2327.8555,624.0213,1677.3785,1246.713,3167.641,2911.0445,744.88165,937.8946
yhjK,315.6073,284.6479,277.3349,191.2636,289.71795,242.63245,121.674,370.37355,223.833,149.85825,213.5964,117.8127,219.77285,355.33365,115.96025,92.679835
bcsC,78.808245,65.66919,52.948715,41.73982,84.66536,53.687795,40.850445,48.024585,37.38179,28.24858,28.47984,29.91877,42.647485,43.74963,18.499195,17.466935
bcsZ,48.284805,39.244545,24.912175,22.2901,48.111105,26.264545,22.627545,31.591375,16.962935,20.401055,11.970545,18.606145,21.892015,27.880185,11.07304,10.797185
bcsB,48.256855,38.016745,25.729795,18.137385,44.3548,24.612605,19.94225,29.15936,15.07293,17.38302,15.30208,13.76111,22.19323,23.847435,7.7716945,10.0464445
bcsA,76.46134,52.243805,29.477355,29.04653,67.272885,30.423595,34.07276,35.80819,16.55205,31.4047,22.37368,20.666515,27.51633,31.714485,9.164963,14.07069
yhjQ,120.19435,96.477215,41.57175,31.219145,115.2339,70.06391,46.45182,53.1094,24.70809,38.89593,47.53679,38.233045,77.11166,41.17188,11.537775,17.912505
yhjR,190.51685,164.2548,86.679815,65.197865,154.47865,148.99135,80.0772,75.33626,96.33714,65.64467,71.482895,86.14288,194.80375,63.961135,43.84288,42.41661
bcsE,350.2648,353.01095,324.7573,215.49895,431.8433,451.1582,195.8277,164.82415,254.03675,158.87655,183.61475,264.51295,490.01295,140.77665,172.6807,200.1756
bcsF,514.71025,510.159,636.65755,316.18285,598.16235,728.167,337.4395,289.19915,473.07985,292.37155,297.7668,466.5577,741.2231,244.50105,413.5724,313.50515
bcsG,159.50375,146.10415,97.969005,82.012415,173.61935,165.26425,76.65703,84.42277,116.4782,65.107725,80.84249,115.35975,221.9933,74.41205,52.74257,51.58653
ldrD,18.79789,14.77573,7.0979035,6.539484,16.22025,8.456468,6.39901,7.4118605,10.173657,7.633527,8.820855,6.4267705,12.00686,6.0201835,5.0706455,2.659132
rdlD,93.42018,103.283,29.54674,22.2842,105.1063,68.3804,60.30938,50.34343,25.75668,20.85031,43.33278,23.95513,59.17659,41.46497,17.55947,10.68107
yhjV,212.25065,189.07705,126.9322,88.213025,174.1244,142.9495,108.08575,174.8435,93.78636,141.5698,158.88935,64.158355,188.3236,160.60125,85.21111,60.75426
dppF,305.30605,400.69085,138.071,116.91155,434.66835,774.4189,261.97885,98.70416,354.27595,56.075685,65.788935,110.37895,424.5287,71.476885,315.5154,29.39461
dppD,314.82615,378.5085,131.84455,103.983895,467.16915,664.9004,246.54405,76.73804,300.8458,35.93752,50.42913,120.2797,377.18785,53.1159,185.2412,20.196995
dppC,233.5134,263.1834,75.11785,71.188445,290.69615,446.1532,180.015,53.49892,221.31635,35.00005,47.136025,74.482685,215.9793,46.59403,142.1586,21.586905
dppB,408.13185,494.66515,109.0865,107.55375,507.54885,734.47985,318.3006,63.386445,374.6374,32.54072,64.28215,97.14092,303.54005,58.64078,201.8897,23.79584
dppA,1601.6945,1581.876,653.06045,537.69245,1687.1575,2462.204,757.7218,202.24715,1275.5385,111.796445,256.9837,516.19985,1330.0485,266.1244,534.715,139.96035
proK,1354.562,1128.6485,581.64425,572.442,1104.969,893.38965,872.2772,1172.8405,935.9256,1144.5775,791.1155,866.3296,1214.987,980.3326,601.2085,473.3106
eptB,347.30345,334.9307,402.17165,317.3404,312.38875,303.07115,149.61435,607.98855,420.52895,272.61085,126.88495,114.0804,228.4305,490.3311,261.26075,204.47025
yhjX,45.2604,37.239555,272.3347,240.79795,37.4142,35.336185,21.604735,1631.1435,32.5224,1091.156,29.622385,15.47085,33.27133,721.3971,97.38593,10.196916
yhjY,47.31239,50.813505,47.324855,40.98458,61.89573,49.79295,37.400825,43.702175,42.245395,26.286905,20.400635,41.175705,91.04854,37.38076,27.790845,18.45734
tag,206.867,205.2623,300.30515,214.2095,224.77595,220.1742,93.33536,324.36995,250.48985,144.21115,105.74455,120.82185,244.94785,238.61185,138.49805,117.47495
yiaC,177.61405,169.0534,236.97515,169.72395,196.57355,181.3197,85.21278,243.31615,202.34965,120.09215,77.622335,104.8212,182.19785,197.05565,118.931,80.492675
bisC,252.06075,229.68435,272.73725,211.18845,276.2828,230.7003,157.8308,219.90355,210.65955,238.2763,126.89625,142.1187,272.7854,201.91715,80.649395,121.8891
yiaD,339.81245,264.7528,542.17795,385.103,209.34305,213.7944,136.7036,671.682,474.97055,406.9305,268.3188,211.5957,291.73185,766.86365,155.5694,246.1679
tiaE,913.3976,890.3813,1021.08855,629.9984,1066.6208,1404.793,360.2385,848.4603,959.8329,354.6497,1187.008,647.8443,1599.0675,877.60115,422.8261,294.2925
yiaF,1078.44835,962.8543,659.05405,436.54535,1221.0119,945.51895,363.2879,798.26805,607.1867,308.4701,558.3538,565.4666,1024.2132,722.32105,240.56505,172.07705
yiaG,120.6614,126.81765,344.0869,278.35995,227.6387,234.51875,113.97965,129.4078,270.1878,50.556365,87.64582,293.61865,631.8744,130.94815,209.604,120.64485
cspA,54976.745,47411.235,12421.1485,14090.13,37194.895,39979.165,32867.14,42410.47,13354.2215,27223.225,31720.29,11680.677,30965.845,28841.165,11176.3895,10392.144
hokA,226.6786,181.7262,58.20424,68.35796,82.674715,56.948195,156.6302,141.70905,35.733725,131.5981,72.60905,24.469755,34.55383,94.089905,55.44596,34.6855
insJ,380.0564,288.9132,157.31495,125.57795,187.43925,113.425415,175.9856,203.8698,58.04299,140.6278,99.94688,54.54766,78.818725,151.5269,46.93164,53.768495
insK,115.41095,98.51331,36.661685,29.089295,54.175355,29.396085,45.771935,54.771,11.0502015,30.72091,30.103,10.396515,19.101175,33.285445,11.576395,11.1941495
glyS,1628.038,1367.611,1618.6335,1072.372,1761.8625,1724.464,702.99065,1400.507,2692.012,1008.5889,1424.2535,1708.6125,2503.1915,1308.602,970.2326,661.3634
glyQ,907.46485,686.0098,786.2071,582.57565,859.7307,896.04885,450.0812,738.3663,1452.859,641.56145,697.1687,925.1301,1174.6655,661.4078,627.9618,381.71285
ysaB,30.413865,31.437065,23.831645,20.20633,36.639445,32.56178,17.41289,24.058845,9.3426755,12.302045,10.5984015,14.34557,47.53632,19.248275,9.115683,11.284945
yiaH,44.42184,45.131295,25.775075,16.61643,44.980585,26.53168,18.47021,34.670575,19.95027,18.1221,24.212245,11.196195,32.29866,29.292865,11.68136,2.400124
yiaA,31.96506,27.558005,15.767265,16.482435,27.542035,12.4213,26.380375,12.1796,11.838955,18.71859,12.01423,6.217562,14.021835,17.37808,10.2499165,6.959139
yiaB,15.755345,21.90217,6.890579,6.8194335,17.282,8.383898,11.50365,12.86315,3.6202845,7.3192975,6.231686,2.224647,7.696918,11.2954,2.397984,2.3791365
xylB,58.227575,65.298335,58.656225,38.11088,73.01102,56.91741,30.060645,54.702905,57.283875,30.309545,24.363395,44.115675,58.72588,52.874795,19.921775,24.979875
xylA,29.93555,29.703755,26.82009,19.643315,27.36878,25.07128,13.016025,22.10414,30.79814,13.965575,17.154895,17.19648,23.442255,24.49116,10.524491,13.435245
xylF,17.280125,20.40166,13.83454,11.965245,18.129665,13.09649,8.6054555,9.6997445,7.868328,4.6351915,6.457746,5.8599385,10.6138425,9.8555225,4.7736575,5.8911795
xylG,23.51764,22.5293,12.78573,10.4881145,21.208505,13.362735,11.704465,13.886975,9.7375535,8.386451,8.8193215,4.9624445,9.7898395,11.9166515,6.7234365,4.449433
xylH,46.18746,42.15575,21.39414,20.754015,43.10161,25.873525,20.430745,22.41966,15.75118,15.85477,17.154125,11.66535,21.037125,26.115315,5.509497,8.2501505
xylR,76.75424,61.50837,48.741475,40.716445,68.91204,58.40649,39.76547,57.215845,45.02462,35.239915,32.13583,27.43203,45.82262,46.319345,26.710135,20.09216
bax,471.40375,419.6858,335.9764,259.6771,415.87415,349.4626,252.9886,522.2477,415.8279,321.06275,366.0848,330.1659,621.36855,469.5801,240.5157,145.0087
malS,62.23229,54.02148,27.54441,20.587905,47.789435,66.284365,26.29686,53.97117,24.62306,15.497435,31.919975,17.570575,37.291885,60.564935,15.000595,21.365975
avtA,1003.0992,957.64475,476.4981,331.7345,936.9446,934.65155,380.05735,931.3502,413.3255,342.79985,335.1678,349.1581,705.94405,803.4182,167.60265,154.7463
yiaI,114.5002,88.553935,471.01135,352.6812,114.94675,79.951965,63.010215,92.411995,243.85425,78.11759,56.805985,110.1224,105.01555,214.7571,163.0668,323.7628
yiaJ,237.91755,204.38915,212.9337,144.81595,243.43985,226.083,85.72881,227.2434,195.0095,119.5808,212.631,192.49025,371.47645,178.2735,81.66075,65.475315
yiaK,20.286955,21.96081,19.55835,16.96447,20.63563,12.20803,9.8685505,12.7097,19.071595,6.132645,9.66437,9.108978,8.4789365,9.5521305,6.3742295,5.1732545
yiaL,8.674274,11.898845,7.582794,7.3809765,8.182775,9.3034585,4.0111205,6.536168,7.1960675,4.5886235,4.1666175,2.823202,5.0659935,5.784207,5.4110935,2.6472445
yiaM,2.37808,2.733455,2.9007295,2.1722675,2.455713,2.624061,2.4275245,2.9520815,2.358674,2.426158,2.285318,2.157086,2.2032845,2.4129355,2.110142,2.260629
yiaN,6.8181375,5.3084895,3.4885075,2.3817545,7.4673245,2.7886575,2.433788,3.2834375,3.483255,2.487249,2.3584345,2.285568,2.3225535,2.5477645,2.0793675,2.1823905
yiaO,10.911805,10.23977,7.4027335,3.1995245,9.8763985,7.2819365,5.3564935,8.005625,4.975718,4.468617,3.4024135,3.7434,3.655217,7.869715,3.2956145,2.5518035
lyxK,37.443905,33.535345,21.81553,21.08361,32.966075,27.64796,17.125755,26.378,28.205235,13.704562,10.275505,9.7483135,17.22472,24.636575,8.8026235,10.3031275
sgbH,10.76496,10.60263,16.62949,10.0505765,11.877785,12.29867,4.5635945,10.510225,16.27372,5.8706245,4.410574,5.566772,10.617493,11.897555,6.354021,5.152941
sgbU,21.905515,17.11752,21.225975,19.5746,17.13377,15.220535,6.2041055,14.77731,27.56018,14.235665,9.9335085,9.1356355,18.0017,18.235615,8.733722,9.320074
sgbE,29.207045,26.12503,24.99813,21.170705,29.02637,32.2669,14.671385,22.974235,20.9995,10.80235,15.666725,16.80947,23.810145,20.380445,10.59246,13.14031
yiaT,35.014625,34.08437,19.89242,15.748755,32.881415,25.01676,16.512285,27.526315,19.644475,11.402575,21.349945,12.8055,28.61043,22.85312,9.4365045,8.485423
yiaU,55.122705,61.181925,60.863145,48.685885,54.99069,57.39788,23.71303,97.07611,60.915405,34.9091,58.221405,38.198775,66.385485,81.17035,52.091975,35.060085
yiaV,11.71568,10.195686,9.901272,9.8496435,9.5660165,6.482205,5.132212,5.8163825,5.4667645,4.02939,4.818346,5.803694,5.1183015,6.9548985,6.3189,6.477743
yiaW,9.3429655,8.9983875,5.357343,6.005212,7.039149,5.283247,2.8954955,6.311431,2.9756195,3.0975245,3.938085,2.469226,5.202325,6.0742565,2.2978065,2.409143
aldB,24.824055,24.910185,53.011825,42.328195,30.423555,48.065575,12.258495,10.452507,67.69064,5.170263,11.1215,31.56206,83.689235,14.978825,29.836135,16.513275
yiaY,10.18383,7.035535,6.1842885,3.899567,8.455787,4.789012,3.315192,3.109069,3.3759715,3.5920935,4.284925,2.2454255,2.9335195,4.18149,2.202114,2.669312
selB,226.3994,174.748,255.09045,158.7574,216.0426,184.9752,103.26248,129.5924,183.91205,122.4088,110.23285,174.9351,215.5947,174.0003,90.591705,122.34095
selA,385.7444,304.0335,504.17825,364.42945,337.8944,265.5212,187.1473,232.48425,405.9587,242.3542,215.79085,307.93605,387.39325,362.95685,223.5365,328.1248
yibF,338.11285,307.8766,276.3986,234.19675,387.7261,413.96845,214.94195,252.257,411.88025,184.40995,192.32025,252.6497,502.8851,203.7368,216.96865,120.342
rhsA,47.07041,48.093575,18.426245,22.91146,43.45405,34.544315,33.962375,22.753575,20.39978,22.39401,18.47913,13.327385,26.9375,23.58422,11.138535,11.122957
yibA,61.68738,56.91439,47.73211,42.25409,48.445885,52.41456,33.45463,49.212895,28.9373,28.681655,39.317315,20.77963,61.014835,33.196885,17.974745,24.004505
yibJ,38.801825,41.619385,21.373725,26.55324,26.38122,24.061895,18.84518,31.94512,18.46642,22.877885,23.217945,15.224205,21.12279,27.275075,13.428285,18.108395
yibG,17.647815,18.54994,8.920137,8.141112,13.99367,8.7299675,9.9185385,12.055894,5.863678,10.6087085,6.2329565,5.7238055,6.601394,8.243255,4.283869,6.0087815
yibH,31.631,24.832805,19.463215,16.19912,27.57198,15.84582,12.989825,15.07321,16.815935,9.860781,8.628559,11.473045,23.64399,16.822785,5.986847,5.635558
yibI,21.02621,18.13347,18.3646,15.930365,16.787685,14.657555,7.495714,12.7261,11.994835,7.4255495,8.13611,8.257831,16.532575,13.408145,6.3405375,6.2781115
mtlA,399.51415,365.7295,219.6167,203.2827,315.46815,243.17885,146.6319,118.46695,233.2141,99.36748,102.95032,162.93,269.98135,125.67735,92.759855,104.4964
mtlD,598.48415,644.54875,402.8632,270.31125,533.25955,581.08235,221.8499,322.7152,332.1985,206.3553,254.46955,256.9562,463.52505,299.8566,171.1073,175.05835
mtlR,768.8603,689.3508,304.17275,227.355,607.18365,461.4248,308.51005,325.62885,288.4585,194.20555,268.99835,231.4851,402.71555,292.9663,148.0343,128.3492
yibT,461.30675,526.7888,406.675,276.0834,474.3747,451.26885,227.54715,381.50315,271.08825,166.79,292.86525,140.58475,194.4644,203.5539,242.37045,207.5658
yibL,660.3122,558.18685,515.8175,416.7631,460.02765,537.4358,324.7531,660.85925,1026.6465,481.1803,516.9025,431.12465,588.47905,814.543,657.151,272.1683
lldP,5667.708,7283.862,353.6431,282.0256,4421.7865,4565.4735,2457.719,208.21685,630.6189,202.61765,590.62055,439.9836,635.5769,350.3084,113.7484,33.556555
lldR,4402.877,4816.9235,337.79555,301.8285,4247.3995,3588.59,2064.06,291.08655,693.66645,255.86685,394.1404,397.9239,429.8986,319.72735,124.45815,46.15787
lldD,3175.099,3526.3995,436.0356,462.7359,3344.728,3160.7055,1674.1895,318.1715,992.12645,434.769,390.81655,483.86205,499.9578,320.67305,245.46465,70.92048
yibK,388.95275,344.7687,315.3359,256.67735,404.80915,207.2225,237.99765,514.07365,227.00855,276.4238,205.8728,148.87805,224.27535,183.726,108.0933,157.8531
cysE,1481.061,1385.943,699.99795,540.66465,1590.977,1038.8795,611.97095,884.3129,609.03845,484.222,562.0896,603.4107,879.3861,892.6352,228.47505,267.93635
gpsA,1455.931,1345.013,1209.2215,810.38105,1490.292,1415.389,610.98,1112.1945,771.8134,561.32355,584.8954,894.6783,962.6724,1225.2735,435.44005,445.92245
secB,4713.6475,4716.9785,2734.981,1965.845,3964.944,5297.499,1423.11,3071.335,2675.6725,1257.707,2945.5545,1838.4065,4176.867,3042.3525,1199.116,956.16375
grxC,3536.6205,3217.0545,2346.5305,2010.5545,2802.0345,3121.305,1527.5035,2622.8305,3459.208,1572.37,2602.88,2128.8825,4171.75,2900.3685,1658.9595,1086.2025
yibN,2902.478,2550.306,1820.0735,1156.2825,2095.0035,2434.39,696.54745,2062.948,2394.7,829.44415,1859.0755,1305.7485,3020.8005,2067.1535,620.17445,425.0095
gpmI,998.23805,609.3565,1504.947,1129.27,467.16685,695.22595,276.49375,960.07915,1766.2075,652.75355,439.0891,999.0886,884.1662,871.95805,873.445,1166.18615
envC,401.50975,299.84845,177.9386,162.94575,353.2789,244.9983,150.93535,253.2937,200.0847,169.05745,201.06835,228.245,288.14025,220.1911,82.255755,86.742005
yibQ,307.5552,244.41355,127.16495,100.96261,253.33595,222.47,149.2054,177.15005,27.20013,99.819685,139.5766,137.6921,253.66315,146.4341,18.736985,48.586245
yibD,40.865545,42.0535,26.34566,23.823215,28.951735,21.13143,19.1328,30.285065,21.901935,15.185715,17.446515,9.8745085,18.565035,25.09253,8.4012765,12.38877
tdh,3038.243,3003.7675,2972.2735,2210.8695,2778.892,3917.445,1176.776,2390.695,5148.6605,1225.8775,2467.017,1838.0725,3616.1665,2517.24,2262.644,1155.8495
kbl,2875.0025,2652.458,3836.607,2412.3165,2434.446,3598.3965,1031.155,2206.5225,5776.3435,1171.5735,2202.1325,2056.3225,3331.368,2414.042,2232.471,1587.833
htrL,228.36845,253.18955,223.16205,215.3393,236.89755,60.685525,164.0322,331.1694,285.08295,245.41565,269.9295,49.85151,286.85885,261.92795,240.60535,150.27095
rfaD,1285.702,1094.192,1304.1195,901.5851,1236.7325,1243.991,533.18945,1259.1835,2289.808,674.63055,1363.99,1247.986,1551.356,1243.4095,1051.5349,538.8093
rfaF,769.4808,609.21095,772.45105,517.20695,711.4797,729.53835,333.21505,846.3693,833.8883,460.47725,678.46885,774.54365,869.6843,855.2112,351.28485,316.39285
